"title","composer","a2","style","key","actualKey","actualStyle","actualTempo","actualRepeats","data"
"Let's Face The Music And Dance","Irving Berlin","","Medium Swing","C","","","0","0","T44[*AC-   | x  |Dh7   |G7b9,   |C-   | x  |Dh7   |G7b9   |C^7   |G-7 C7 |F^7   |Bb7  Q |C-,   |Dh7 G7b9 [*BC-   | x  |C- C-6 |C-^7 C-7 |G7   |Ab7   |D-7/G,   | x  |G7   | x  |C6   |C7   |F^7   |Bb7   |C6   |Bb-7 Eb7 [*CAb^7   |Bb-7 Eb7 |Ab^7   |Bb-7 Eb7 |Ab^7   | x  |G7   |<D.C. al Coda>G7b9   ]        |QA-7  |Bb7  |D-7  |G7  |C6 |G7b9 Z"
"Let's Fall In Love","Harold Arlen","","Medium Swing","C","","","0","0","*A{T44C6 A-7 |D-7 G7 |C6 A-7 |D-7 G7(F-6) |E-7 A-7 |D-7 G7 |N1E7 A7 |D7 G7 }        |N2Bh7 E7 |Bh7 E7 ]*B[A- A-^7 |A-7   |D7 A-7 |D7 D#o7 |E-7 A-7 |D-7 G7 |E-7 A7b9 |D-7 G7 ]*A[C6 A-7 |D-7 G7 |C6 A-7 |D-7 G7(F-6) |E-7 A-7 |D-7 G7 |C6 A-7 |D-7 G7 Z"
"Let's Get Away From It All","Dennis-Adair","","Medium Up Swing","Eb","","","0","0","{*AT44Eb^7, Bb7b9, |Eb7,   |Ab^7, Ao7, |Eb^7,   |F-7, Bb7, |Bbo7, C7, |N1F7,   |Bb7,   }        |N2F7, Bb7, |Eb^7, Eb7, ]Y[*BAb^7, Ao7, |Eb^7, C7, |F-7, Bb7, |Eb^7, Eo, |Bb^7, G7b9, |C-7, F7, |Bb7, Go7, |Bb7, Bb7#5 ]Y[*AEb^7, Bb7b9, |Eb7,   |Ab^7, Ao7, |Eb^7,   |F-7, Bb7, |G7b5, C7, |F-7, E7, |Eb^7   Z "
"Let's Get Lost","Jimmy McHugh","","Medium Swing","C","","","0","0","{*AT44C^7,   |F#h7   |C^7   |F#h7 B7 |Eh7   |A7   |Eh7   |A7   ][*BN1D-7   |G7   |C^7   |F#h7 B7 |E-7   |A7   |D7   |D-7 G7 }[*CN2D-7   |G7   |C^7 F7 |E7 A-7 |D-7   |G7   |C6   |D-7 G7 Z "
"Li'l Darling","Neal Hefti","","Medium Swing","F","","","0","0","*A[T44G7   |G-7 C7b9 |A-7   |D7b9   |G7   |G-7 C7b9 |F7   |F7#5   ]*B[Bb6 Bb-6 |F6 F7 |Bb6 Bb-6 |Ah7 D7b9 |G7   |D-7 G7 |G-7 C7 |Ah7 D7b9 ]*A[G7   |G-7 C7b9 |A-7   |D7b9   |G7   |G-7 C7b9 |F7   |F7#5   ]*C[Bb6 Bb-6 |F6 F7 |Bb6 Bb-6 |Ah7 D7b9 |G7   |G-7 C7 |UF6   |Ah7 D7b9 Z"
"Light Blue","Thelonious Monk","","Ballad","C","","","0","0","[T44F^7   G7, C7, |F^7   F7, Bb7, |C^7       |D9   G7#11   |F^7   F7#11, Gb7, |F^7   F#-7, F-7, |C^7       |D9,   G7#11, Db^7#11 Z "
"Ligia","Antonio-Carlos Jobim","","Bossa Nova","B","","","0","0","[T44C#-7   |F#7#5   |D#-7   |Do7   |C#h7   |F#7sus F#7 |A#-7   |D#7   |E^7   |Fo7   |B^7   |G#-7   |F-7   |Bb7   |D#^7 G#7#5 |C#-7   |C7sus   | x  Z"
"Like A Lover","Motta Caymmi-Nelson Dori","","Bossa Nova","C","","","0","0","{*AT44C^7   |G7sus   |C^7   |D/C   |B-7 E-7 |A7sus A7 |D^7   |G7   |F^7   |G/F   |C^7   |G7sus   |C^7   |G7sus <Fine> U }        [*BC^7 F-6/C |C^7   |D/C   | x  |B-7 B7b9 |E-7   |F#h7   |B7b9   |E-7   |A-7 G-7 |D/F#   |G7sus   |<D.C. al Fine>G7sus   Z "
"Like Someone In Love","Jimmy Van-Heusen","","Medium Swing","Eb","","","0","0","*A{T44Eb^7 G7/D |C-7 C-7/Bb |Ah7 Ab7 |G-7 C7 |F-7   |A-7(Bb7) D7 |G-7(Eb^7)   |Bb-7 Eb7 ]N1[*BAb^7   |D-7 G7 |C^7   | x  |C-7   |F7   |F-7   |Bb7#5   }N2[*CAb^7   |D-7 G7 |C^7   |F#o7   |G-7 C7 |F-7 Bb7 |Eb6   |F-7 Bb7 Z"
"Like Sonny","John Coltrane","","Bossa Nova","Eb","","","0","0","*A[T44D-7   | x  |F-7   | x  |Ab-7   |Ab-7 Bb7 |Eb^7   | x  ]*B[A-7   | x  |F-7   | x  |C#-7   |C#-7 F#7 |B^7   |Eb-7 Ab7 ]*A[D-7   | x  |F-7   | x  |Ab-7   |Ab-7 Bb7 |Eb^7   | x  Z "
"Lily of The Valley","Traditional","","Medium Swing","F","","","0","0","[*AT44F,   | x  |C7   |F   |F,   | x  |C7   |F   ][*BF   |Bb7   |G-7   |C7   |F   |Bb7   |F6 D-7 |G7 C7 Z "
"Limbo","Wayne Shorter","","Waltz","C","","Jazz-Medium Swing","100","3","T34[Eb-7   |Gb7sus   |C^7   |F7sus   |Bb7sus   |D^7   |G/Ab   | x  |Ab^7   |Gb^7   |Gb7sus   |G^7#11 Gb^7#11 |F^7#11 E^7#11 |C#-7   |A7   |Eb-7   |D7#9   Z "
"Limehouse Blues","Braham-Furber","","Up Tempo Swing","Ab","","","0","0","*A[T44Db7   | x  | x  | x  |Bb7   | x  | x  | x  |Ab6   | x  |C7   |F-7   |Bb7   | x  |Bb-7   |Eb7 D7 ]*B[Db7   | x  | x  | x  |Bb7   | x  | x  | x  |Ab6   |F7   |Bb-7   |Db-6   |Ab6/C Bo7 |Bb-7 Eb7 |Ab6   | x  Z "
"Line For Lyons","Gerry Mulligan","","Medium Swing","G","","","0","0","T44{*AG6 G7b9 |C-7 F7 |B-7 E7 |A-7 D7 |G^7 E7 |A-7 D7 |N1G6 E7 |A-7 D7 }        |N2G6   |G7   ][*BC^7   |C#h7 F#7b9 |B-7   |E7b9,   |A-7   |D7   |B-7 E7 |A-7 D7 ][*AG6 G7b9 |C-7 F7 |B-7 E7 |A-7 D7 |G^7 E7 |A-7 D7 |G6   |A-7 D7 Z "
"Linger Awhile","Vincent Rose","","Medium Swing","F","","","0","0","[*AT44F6   |ppC7 |F7   |ppDb7 |C7   |ppCo7 |C7   | x  | x  | x  |G-7   |C7 C7#9#5 |F^7   |ppFo7 |F^7   |ppC7 ][*BD-7   | x  |A7   | x  |D7   | x  |G7   |G-7 C7 ][*AF6   |ppC7 |F7   |ppDb7 |C7   | x  |F6   |G-7 C7 Z "
"Litha","Chick Corea","","Up Tempo Swing","D","","","0","0","*A[T68D^7   |C#-7   |B^7   |Bb-7   |Ab^7   |G-7   |F^7#11 |x |x |x |D^7 |x |x |x |Eb^7 |x |x |x |C^7 |x |x |x |F7sus |x |x |x |B7#9 |x |x |x ]        *BT44[E-7 |x |x |x |x |x |x |x |Bb7sus |x |x |x |x |x |x |x |A-7 |x |x |x |x |x |x |x |Eb7sus |x |x |x |x |x |x |x Z"
"Little B's Poem","Bobby Hutcherson","","Waltz","F-","","","0","0","[T34lGb^7#11,   |lF-7   |lGb^7#11,   |lF-7   |lEb-7   |lDb^7   |lEb-7   |lC7b9,   |lF-7   |lF#-7 B7 |lE^7   |lF-7 Bb7 |lEb^7   |lDb7#11   |sC7,sC7/D,sC7/E, |sF-7,sF-/G,sF-/Ab Z "
"Little Boat (O Barquinho)","Roberto Menescal","","Bossa Nova","Bb","","","0","0","[T44Bb^7   | x  |E-7 A7 | x  |Ab^7   | x  |D-7 G7 | x  |Gb^7   | x  |C-7 F7 | x  |D-7   |G7b9   |C-7   |F7b9   Z"
"Little Chicago Fire","Frank Foster","","Up Tempo Swing","Bb","","","0","0","{*AT44Bb69 G7#9 |C-9 F13 |Bb^7 Db9 |Gb^7 F13 |Bb9 E13 |Eb69 Eb-7/Ab |D-7 G7, |N1C-7 F7#9#5 }            |N2sC-7,F9,lBb69 ][*BA-7   |Eb-7 Ab13 |G13 sAb13,G13,|lG13 G7b9#5 |G-7   |Db-7 Gb13 |F13 sGb13,F13,|lF13 F7b9 ][*ABb69 G7#5 |C-9 F13b9 |Bb^7 Db9 |Gb^7 F7b9#5 |B-7 E9 |Eb69 Eb-7/Ab |D-7 G7#9, |sC-7,F9,lBb69 Z "
"Little Dancer","Tom Harrell","","Waltz","Db","","","0","0","[*iT34Eb-/Ab   | x  | x  | x  ]{*AGh7   |C7b9   |Fh7   |Bb7b9   |Eb-7   |Ab7b9   |Db^7   |G7#11   ][*BGb^7   | x  |F#-7   |B7   |Bb-7   |N1Eb7   |E-7 A7 |Eb-7 Ab7 }    |N2Bb-7/Ab   |Gh7   |F#7 B7 ][*CE^7   |Bb7b9   |A^7   |D^7#11   |Eb-7/Ab |Ab7 | r|  | r|  | r| Q }YY{QF#-7/B  |B7 <4x> } {Eb-/Ab  |Ab7 <4x> }D^7#11 f Z "
"Little Girl Blue","Richard Rodgers","","Medium Swing","F","","","0","0","*v{T34G-7   |C7#11   |F^7   | x  |G-7   |C7   |F^7   | x  }[E-7   |A7   |D-   |D-^7   |D-7   |G7   |G-7   |C7   ]*A{T44F6   |G-7 C7 |F6   |C-7 F7 |Bb^7   |Bb-7 Eb7 |F6   |D7 G7 |F/C   |G-7 C7 |F6   | (G-7)x (C7) }*B[C7   |G-7 C7 |F^7   | x  |E-7   |A7   |Eb7#11 D7 |Db7#11 C7 |F6 D-7 |G-7 C7 |F6   | x  Z"
"Little Niles","Randy Weston","","Waltz","G-","","","0","0","{*AT34lG-   |lG-6   |Eb7   |D7b9,   |lG-   |lG-6   |Eb7   |D7b9,   |G-,   |G-b6   |G-6   |G-b6   |B7b5,   |E7   |A7b5,   |D7b9,   }{*BDo7/Db,   | x  | x  | x  }{Ebo7/D   | x  | x  | x l }[*AlG-   |lG-6   |Eb7   |D7b9,   |lG-   |lG-6   |Eb7   |D7b9,   |G-,   |G-b6   |G-6   |G-b6   |B7b5,   |E7   |A7b5,   |D7b9,   Z "
"Little Peace In C For You","Michel Petrucciani","","Medium Swing","C","","","0","0","[*AT44C^7 A7 |D-7 G7 |E-7 A7 |Dh7 G7 |C^7 A7 |D-7 G7 |C^7 A7 |D-7 G7 ][*AC^7 A7 |D-7 G7 |E-7 A7 |Dh7 G7 |C^7 A7 |D-7 G7 |C^7   | x  ][*BE7   | x  |A7   | x  |D7   | x  |G7   | x  ][*AC^7 A7 |D-7 G7 |E-7 A7 |Dh7 G7 |C^7 A7 |D-7 G7 |C^7   | x  Z "
"Little Rootie Tootie","Thelonious Monk","","Medium Swing","Ab","","","0","0","{*AT44Ab^7 F7 |Bb-7 Eb7 |Ab^7 F7 |Bb-7 Eb7 |Ab^7 Ab7 |Db^7 Do7 |N1Ab/Eb F7 |Bb-7 Eb7 }        Y|N2Ab6/Eb Eb7 |Ab6   ][*BA-7 Ab7 |Db^7   |D-7 G7 |Gh7 C7 |F7#11   |F-7 Bb7 |Db-7 Gb7 |B-7 sE9,Eb9,][*AlAb^7 F7 |Bb-7 Eb7 |Ab^7 F7 |Bb-7 Eb7 |Ab^7 Ab7 |Db^7 Do7 |Ab6/Eb Eb7 |Ab6   Z "
"Little Sunflower","Freddie Hubbard","","Even 8ths","D-","","","0","0","*A{T44D-7   | x  | x  | x  | x  | x  | x  | x  }*B{Eb^7   | x  | x  | x  |D^7   | x  | x  | x  }*A{D-7   | x  | x  | x  | x  | x  | x  | x  }"
"Little Waltz","Ron Carter","","Waltz","F-","","","0","0","*A[T34F-   |C7/E   |Eb-7   |Db^7   |G7   |C7   |F-7   |C7   |F-   |C7/E   |Eb-7   |Db^7   |G7   |C7   |F-7   |C7   |F-   | x  ]*BDh7   |G7   |C7   |F7   |Bb-7   |Eb7   |Ab   |G7 C7 ]*AF-   |C7/E   |Eb-7   |Db^7   |G7   |C7   |F-7   |C7   Z"
"Little Willie Leaps","Charlie Parker","","Up Tempo Swing","F","","","0","0","{T44F^7   |G-7 C7 |A-7 D7b9 |G-7 C7b9 |F^7   |G-7 C7 |A-7   |D7b9   |B-7 E7b9 |A-7 D7 |G-7 C7 |F6   |N1E-7 A7 |D-7 G7 |G-7   |C7   }|N2G-7   |C7   |F6   | x  Z"
"Liza","George Gershwin","","Medium Swing","Eb","","","0","0","*A{T44Eb6 F-7 |F#o7 Eb7/G |Ab^7 Ao7 |Bb-7 Eb7 |Ab6   |G-7 C7 |F-7 Bb7 |N1Eb6   }            |N2Eb6 G7#5 ]*B[C-7   |Ab^7   |C-7   |Bb-7 Eb7 |Ab6   |Gh7 C7b9 |F-7   |B7 Bb7 ]*A[Eb6 F-7 |F#o7 Eb7/G |Ab^7 Ao7 |Bb-7 Eb7 |Ab6   |G-7 C7 |F-7 Bb7 |Eb6   Z"
"Locomotion","John Coltrane","","Up Tempo Swing","Bb","","","0","0","{*AT44Bb7   | x  | x  | x  |Eb7   | x  |Bb7   | x  |C-7   |F7   |Bb7   | x  }[*BAb7   | x  |G7   | x  |Gb7   | x  |F7   | x  ][*ABb7   | x  | x  | x  |Eb7   | x  |Bb7   | x  |C-7   |F7  Q |Bb7   | x  ]Y[QBb7b5,f   | x  |fAb7b5   | x  |fGb7b5   | x  |fD7b5   | x  |fC7b5   | x  |fB7/F |x | r|  Z "
"Lone Jack (Page 1)","Pat Metheny","","Samba","Bb-","","","0","0","{*AT44Bb-7 |x |Gb^7 |x |Bb-7 |x |Gb^7 |x |Bb-7   | x  |Gb^7   | x  |F7#9   | x  |Ab Bb-7 |Bb-7  Q }[*BEb-7 |x |Db^7 |x |B^7 |x |Bb-7 |x |Ab7sus   | x  |Gb^7#11   | x  |F7#9   | x  |Ab Bb-7 |<D.C. al Coda>Bb-7   ]Y[QBb-7   | x  |Db/Eb Eb/F |Gb6/Ab F6/G |Db/Eb Eb/F |Bb/C Ab/Bb |D/E E/F# |G/A A/B |C/D D/E |F/G   |G/A Ab/Bb |Ab/Bb   Z "
"Lone Jack (Page 2 - Solos)","Pat Metheny","","Samba","Bb-","","","0","0","{*AT44Bb-7   | x  |Gb^7   | x  |Bb-7   | x  |Gb^7   | x  |Bb-7   | x  |Gb^7   | x  |F7#9   | x  |Ab Bb-7 |Bb-7<Fine>   }[*BEb-7   | x  |F7b9   | x  |Gb^7   | x  |Gh7   | x  |C7sus   |C7   |Db7sus   |Db7   |Eb7sus   |Eb7   |F7sus   |<D.C. al Fine>F7   ]          <Solos on AABA> "
"Lonely Dreams","Terry Gibbs","","Ballad","Bb","","","0","0","{*AT44G7b5   |Db-7 Gb7 |G7b5   |Db-7 Gb7 |C-7 F7 |B7b5   |Bb^7   |N1Ah7 D7 }            |N2A-7 D7 ][*BA-7 sBh,E7,| x  |lA-7 sBh,E7,|lC-7 F7 |Bb^7 Bo7 |C-7 F7 |Bb^7   |Ah7 Ab7b5 ][*AG7b5   |Db-7 Gb7 |G7b5   |Db-7 Gb7 |C-7 F7 |B7b5   |Bb^7   | x  Z "
"Lonesome Road, The","Austin-Shilkret","","Ballad","Eb","","","0","0","{*AT44Eb6,   |Eb7,   |Ab-6,   | x  |Eb,   |Bb7,   |N1Eb, Ao7 |F-7, Bb7 }        |N2Eb,   | x  ]Y[*BAh7,   |D7b9,   |G-7,   | x  |Ah7,   |D7b9,   |G-7, Gb7, |F-7, Bb7, ]Y[*AEb6,   |Eb7,   |Ab-6,   | x  |Eb,   |Bb7,   |Eb,   | x  Z "
"Long Ago And Far Away","Jerome Kern","","Up Tempo Swing","F","","","0","0","*A[T44F6 D-7 |G-7 C7 |F^7 D-7 |G-7 C7 |F6 D-7 |G-7 C7 |F6 D7 |G-7 C7 ]*B[Ab6 F-7 |Bb-7 Eb7 |Ab^7   |G7   |C^7   |A-7   |G-7   |C7   ]*A[F6 D-7 |G-7 C7 |F^7 D-7 |G-7 C7 |F6 D-7 |G-7 C7 |F6 D7 |G-7 C7 ]*C[C-7   |F7   |Bb^7   |Bb-6 Eb7 |F6/A Abo7 |G-7 C7 |F6   |G-7 C7 Z"
"Lonnie's Lament","John Coltrane","","Slow Swing","C-","","","0","0","*A[T44C-7 D-7 |Eb^7 D-7 |C-7 D-7 |Eb^7 D-7 |C-7 D-7 |Eb^7 D-7 |C-7 D-7 |Eb^7 D-7 ]*B[C-7 Bb7 |Eb^7 Ab^7 |Ab7 A7 |Ab7 G7b9 |C-7 D-7 |Eb^7 G7#9 |UC-7 D-7 |Eb^7 D-7 Z"
"Look For The Silver Lining","Jerome Kern","","Medium Swing","Bb","","","0","0","[*AT44Bb^7   |F7   |Bb^7   |F7   |D-7   |C-7 F7 |Bb^7   |G-7   ][C-7   |F7   |Bb^7   | x  |G-7   |F#7   |F7   |C-7 F7 ][*BBb^7   |F7   |Bb^7   |F7   |F-7   |Bb7   |Eb^7   |Eb7   ][G-7   |E-7 A7 |D-7   |G7   |C-7   |F7   |UBb^7   |F7   ] "
"Look Of Love, The","Burt Bacharach","","Bossa Nova","Bb","","","0","0","*A[T44G-7   |G-6   |G-b6   |G-6   |Bb^7   | x  |D7sus   |D7b9   ]*B[G-7   |G7sus G7 |Eb^7   |Eb-6   |Bb^7   |F-7 Bb7 |Eb^7   | x  |D7sus   |D7b9   *C[Bb^7/F   |C-7/F   |Bb^7/F   |T24C-7/F p |T44Bb^7/F   |C-7/F   |C-7/F  Q, Z            YQ[F6   |E/F   |Eb/F   |D/F   |Bb2/F   |Db6/F   |Eb^7/F   | x  |Bb^7/F   |Bb-7/F   {<Open>F7b9sus   }Bb^7   Z"
"Look To The Rainbow","Burton Lane","","Waltz","Eb","","","0","0","{*AT34Eb6   |Ab^7   |G-11   |</    /    />F-11 Bb7 |Eb6   |</    /    />Bb-7 Eb7 |Ab6   |Bb7   ||F-11   |Bb7   |F-11   |Bb7   |F-6   |Bb7   |Ab6   |Eb6   ][*BEb^7   |C-7   |</    /    />F-7 Bb7 |Eb^7   |</    /    />F-11 Bb7 |Eb^7   |</    /    />Ab^7 Ah7 |Bb7   |Eb^7   |C-7   |</    /    />F-11 Bb7 |Eb^7   |Ab6   |</    /    />G-7 C7b9 |</    /    />F-11 Bb7b9 |N1Eb6   }|N2Eb6   |Ab^7   |Eb6/Bb   |</    /    />F-7 Bb7 |Eb^7   |Ab6   |</    /    />G-7 C7b9 |</    /    />F-7 Bb7b9 |Eb6   Z "
"Look To The Sky","Antonio-Carlos Jobim","","Bossa Nova","Eb","","","0","0","{*AT44Eb^7,   | x  |Eb-7,   |Ab7,   |Eb^7,   | x  |G-7,   |C7b9,   |F-7,   | x  |Ab-7,   |Db7   |N1G-7,   |Gbo7,   |F-7,   |Bb7alt   }|N2Gb^7,   |E^7#11   |QEb^7,   | x  ]        Y|QEb^7,   |G-7, C7b9, |F-7,   |E^7#11,   |Eb^7,   |Ab-7, Db7b9, |Gb^7,   |E^7#11,   |Eb^7,   | x  Z "
"Looking Up","Michel Petrucciani","","Latin","A","","","0","0","{T44A^7   |A7   |D^7   |G7   |A^7   |A7   |D^7   |C#7   |F#-7   |B7   |E^7   |C#7   |D#-7   |x   |G#7   |x   |N1C#-7   |C#-7/B   |A^7   |B7   |C#-7   |G7b5   |F#7   |G#7   }|N2C#-7   |C#7/B   |A#h   |D#7   |G#7   |A7   |G#7   |D7   }|N3C#-7   |C#-7/B   |A^7   |B7   |E   |A/E   |E   |D/E   Z "
"Loop, The","Chick Corea","","Waltz","F","","","0","0","{*AT34F^7   |D-7   |G-7   |C7 C#o7 |D-7   |D-7/C   |Bh7   |Bb-^7   |N1Bb^7/A   |Abo7   |G-7   |A7   |D-7   |E7   |A-7 D7 |G-7 C7 }|N2F/A   |Abo7   |G-7   |A7   |D-7   |G7   |G-7   |C7 B7#11 ][,*B,Bb^7   |Bo7   |F/C   |Bb-7/Db   |D-7   |Bb-7/Db   |F/C   |Bo7   |Bb^7   |Eb7   |A-7   |D7   |Ab-7   |Db7   |G-7   |C7   Z "
"Lotus Blossom","Billy Strayhorn","","Waltz","Bb","","","0","0","{*AT34Bb^7/D   |Db-6   |Ch7   |F7   |Bb^7/D   |Eh7 s Ebh,|lDh7   |G7#5   |C-7   |Eb-6   |Bb^7/D   |Db-6   |Ch7  Q |F7   |Bb^7   |N1F7   }            |N2Bb^7   ][*BDh7 |G7b9 | r|  | r|  |C-6 |x |Bb^7/F |Bbo7/F | r|  | r|  |Gb9#11 |F7 ZY[QF7   |Dh7   |G7b9   |C-7   |Eb-6   |Bb^7/D   |Db-6   |Ch7   |F7   |Bb^7   |F7   Z "
"Lotus Eaters Bittersweet","Billy Strayhorn","","Medium Swing","Ab","","","0","0","{*AT44Bb9#11 Eb13 |Abo7 Ab^7 |Bb-7 Eb9 |Ab13 D9 |Db^7 Db/C |Bb7sus Bb9 |N1Bb-7 C-7 |Db^7 Ebh7 }        |N2Bb7sus A7#11 |Ab^7 Ab7 ][*BDb^7 F-7/C |Gb^/Bb Ao7 |Ab-6 Db9 |F#-7 B7 |E^7 C#-7 |F#-7 B7 |E^7 E^7/B |Bb-7 F7/A ][*ABb9#11 Eb13 |Abo7 Ab^7 |Bb-7 Eb9 |Ab13 D9 |Db^7 Db/C |Bb7sus Bb9 |Bb-7 Eb7sus |Ab69 Eb7sus Z "
"Love For Sale","Cole Porter","","Medium Up Swing","Bb-","","","0","0","*A{T44Eb^7   | x  |Bb-7   | x  |Eb^7   | x  |Bb-7   | x  |Eb-7   |Ab7   |Db^7   |Gb7   |Ch7   |F7b13   |Bb-6   | <Fine>x  }*B[Eb-7   |Ab7   |Db^7   |Bb7   |Eb-7   |Ab7   |Db^7   | x  |Bb7   |B7 Bb7 |Eb-6   | x  |Gh7 C7b9 |Gh7 C7b9 |F#-7 B7 <D.C. al Fine>|Fh7 Bb7 Z"
"Love Is Just Around The Corner","Lewis Gensler","","Medium Swing","F","","","0","0","{*AT44G7 C7 |F^7 D7 |G7 C7 |F^7 D7 |G7 C7 |A-7 D7 |G7 C7 |N1F6 D7 }            |N2F6   ][*BE-7 A7 |D-7   |E-7 A7 |D-7   |G7 Go7 | x  |G7   |C7   ][*AG7 C7 |F^7 D7 |G7 C7 |F^7 D7 |G7 C7 |A-7 D7 |G7 C7 |F6 D7 ] "
"Love Me Or Leave Me","Walter Donaldson","","Medium Swing","Ab","","","0","0","{*AT44F-7   |G7 C7 |F-7   |G7 C7 |Ab^7 F-7 |Bb-7 Eb7 |N1Ab6   |Gh7 C7 }        |N2Ab6 Eb7 |Ab6   ][*BC-7   |F7   |Bb-7 F7 |Bb-7   | x  |Eb7   |C-7 Bo7 |Bb-7 C7b9 ][*AF-7   |G7 C7 |F-7   |G7 C7 |Ab^7 F-7 |Bb-7 Eb7 |UAb6   |Gh7 C7b9 Z "
"Love Nest, The","Louis Hirsch","","Medium Swing","Eb","","","0","0","[*AT44Eb^7,   |Eb^7, Bb7, |Eb^7,   |Eb7   |Ab^7,   |Ab^7, Eb7, |Ab^7,   | x  ||Bb7,   | x  |Eb^7,   |C7,   |F-7, C7, |F-7, F7, |Bb7,   | x  ]Y[*BEb^7,   |Eb^7, Bb7, |Eb^7,   |Eb7   |Ab^7,   |Ab^7, Eb7, |Ab^7,   | x  |Bb7,   | x  |Gh7,   |C7,   |F-7,   |F-7, Bb7, |Eb^7,   | x  Z "
"Love Vibrations","Horace Silver","","Bossa Nova","Eb","","","0","0","[*AT44Dh7   |Db7b5   |C-7   |F13 F7b13 |F-7   |Bb7   |Eb^7 A7 |Ab7 D7b9 ][*BG-   |G-#5,   |G-6   |G-7 C7 |F-7   |G-7 C7 |F-7 Bb7b9 |G- Dh7/Ab ][*ADh7   |Db7b5/G   |C-7   |F7 F#o7 |G-7 C7b9 |F-7 Bb7 |Db^7 D^7 |Eb^7   Z "
"Love Walked In","George Gershwin","","Medium Swing","Eb","","","0","0","[*AT44Eb^7   |C-7   |F7   |Bb7sus Bb7 |Eb^7   |C-7   |F7   |Bb7   ][*BBb-7   |Eb7   |Ab^7   |G-7 C7 |F-7   |Ab-7 Db7 |G-7 C7 |F7 Bb7 ][*AEb^7   |C-7   |F7   |Bb7sus Bb7 |Eb^7   |C-7   |F7   |Bb7   ][*CBb-7   |Eb7   |Ab^7   |A7 D7b13, |G-7 C7 |F-7 Bb7 |Eb6   |F-7 Bb7 Z "
"Lover","Richard Rodgers","","Up Tempo Swing","Eb","","","0","0","*A{T44Eb^7   | x  |A-7   |D7   |Ab-7   |Db7   |G-7   |C7   |F#-7   |B7   |F-7   |Bb7   |N1G-7   |C7   |F-7   |Bb7<Fine>   }|N2Eb^7   |F-7/Bb   |Eb^7   |A-7 D7 ]*B[G^7   |E-7   |A-7   |D7   |G^7   |E-7   |A-7   |D7   |Bb^7   |G-7   |C-7   |F7   |G-7   |C7   |F-7 <D.C. al 1st Ending>  |Bb7   Z"
"Lover Man","Davis-Ramirez-Sherman","","Ballad","F","","","0","0","*A[T44D-7 G7 |D-7 G7 |G-7 C7 |G-7 C7 |F7   |Bb7   |sAb-7,Db7,G-7,C7,l|N1F^7 sEh,A7,l}            |N2F^7 E7b9 ]*B[A- A-^7 |A-7 D7 |G^7 A-7 |B-7 sA-7,D7,l|G- G-^7 |G-7 C7 |F^7   |Eh7 A7b9 ]*A[D-7 G7 |D-7 G7 |G-7 C7 |G-7 C7 |F7   |Bb7   |sAb-7,Db7,G-7,C7,l|F^7  (Eh7) (A7)Z"
"Lover, Come Back To Me","Sigmund Romberg","","Medium Up Swing","Eb","","","0","0","*A{T44Eb6   | x  |Dh7   |G7b9   |C-7   | x  |F7   |F#o7   |Eb6/G   |C-7   |F7   |Bb7   |Eb6 Eb6/G |N1Ab6 Ao7 |Eb6/Bb C-7 |F-7 Bb7 }    |N2Ab6 Ao7 |Eb6/G   |Dh7 Gb9 ]*B[C-7   | x  |Dh7 G7b9 |C-7   |Dh7   |G7b9   |Ab7   |G7b9   |C-7   | x  |Dh7 G7b9 |C-7   |F7   | x  |F-7 <D.C. al 3rd Ending>  |Bb7   ]    |N3Ab6 Ao7 |Eb6 C-7 |F-7 Bb7 Z"
"Lucky Southern","Keith Jarrett","","Bossa Nova","D","","","0","0","{*iT44D^7   |D^7#5   |D6   |D^7#5   }[*AD^7   | x  |E7   | x  |G^7   |Bb7 A7 |D^7   |pEb^7  ][*AD^7   | x  |E7   | x  |G^7   |Bb7 A7 |D^7   | x  ][*BF#-7   | x  |E-7   | x  |F#-7   | x  |A-7   |D7   ][*CG^7   |G-7   |D/F#   |Fo7   |E-7   |Bb7 A7 |D^7   |pEb^7  Z "
"Lullaby In Rhythm","Goodman-Hirsch","","Medium Swing","F","","","0","0","{*AT44F^7,   |F^7, Go7, |F^7,   |Ab-7, Db7, |Gb^7,   |G-7,   |N1C7,   |F^7, C7 }        |N2C7,   |F^7   ]Y[*BBb-7,   |Eb7,   |F^7,   |Eh7, A7, |D-7,   |G7,   |C7,   |Db7, C7, ]Y[*AF^7,   |F^7, Go7, |F  "
"Lullaby Of Birdland","George Shearing","","Medium Swing","Ab","","","0","0","*A{T44F- Dh7 |G7 C7 |F-   |Bb-7 Eb7 |C-7 F-7 |Bb-7 Eb7 |N1Ab^7   |Gh7 C7b9 }        |N2Ab^7 Eb7 |Ab^7   ]*B[Ch7 F7b9 |Bb-7   |Bb-7 Eb7b9 |Ab^7   |Ch7 F7b9 |Bb-7   |Bb-7 Eb7b9 |Ab^7 C7b9 ]*A[F- Dh7 |G7 C7 |F-   |Bb-7 Eb7 |C-7 F-7 |Bb-7 Eb7 |Ab^7 Eb7 |UAb^7 sGh,C7,Z"
